Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Levi Roots Jerk Chicken Paste 175G,(3),5,1.50,"A Marinade for Jerk Chicken with Allspice, Cinnamon, Thyme, Nutmeg and Scotch Bonnet Chilli","Water, Rapeseed Oil, Sugar, Concentrated Tomato Purée, Garlic Purée, Scotch Bonnet Chilli Purée [Scotch Bonnet Chilli (4%), Salt, Acid (Acetic Acid)], Barley Malt Vinegar, Ginger Purée, Spring Onion, Ground Spices [Cinnamon (1.5%), Allspice (1%), Nutmeg (1%)], Modified Maize Starch, Coriander Leaf, Salt, Dried Thyme (1.5%), Cracked Black Pepper",Nan,Energy 717kJ/ ,https://www.tesco.com/groceries/en-GB/products/277492568
Mclas Vanilla Culinary Flavouring 480Ml,No ratings yet,Nan,2.00,Artificial vanilla,"Water, Vanillin Caramel, Glycerine, Sodium Benzoate (as preservative) and Approved Flavouring, Manufactured in a facility that produces Almond Flavouring",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/266317276
Tesco Finest Ceylon Teabags 50'S 125G,(4),3.8,1.50,50 Black tea bags.,Store in a cool dry place and once opened in an airtight container. ,Energy 5kJ / 1kcal ,Energy5kJ / 1kcal11kJ / 3kcalFat0.0g0.0gSaturates0g0gCarbohydrate0.3g0.6gSugars0g0gFibre0g0gProtein0g0gSalt<0.01g<0.01g* Re,https://www.tesco.com/groceries/en-GB/products/279322422
Schwartz One Pan Italian Chicken Risotto 28G,(1),5,1.00,"A herby seasoning with parsley, thyme and garlic for a creamy Italian-style chicken and rice dish all in one pan.","By Appointment to Her Majesty the Queen Suppliers of Herbs, Spices, Seasonings & Sauce Mixes McCormick (UK) Ltd T/A Schwartz",Nan,Energy 1240kJ2098kJ25%-293kcal501kcalFat 2.2g7.1g10% of which saturates 0.7g1.7g9%Carbohydrates 52.8g71.9g28% of which sugars 5.4g4.6g5%Fibre 6.5g3.8g-Protein 12.3g37.1g74%Salt 17.93g,https://www.tesco.com/groceries/en-GB/products/305530551
Maggi So Tender Paprika Chicken 23G,(11),5,0.85,Seasoned Cooking Paper for Paprika Chicken.,"Herbs and Spices 25% (Paprika (16%), Parsley (5%), Chilli, Marjoram, Rosemary (0.4%), Caraway), Palm Oil (Palm Oil, Antioxidant (Extracts of Rosemary)), Salt, Sunflower Oil, Hydrolysed Vegetable Protein (Wheat Gluten, Salt, Palm Oil, Dextrose, Sugar), Vegetable Fibre (Pea, Chicory), Onion, Acidity Regulator (Citric Acid), Flavourings",Energy 1786 kJ ,Energy1786 kJ485 kJ1894 kJ-432 kcal108 kcal448 kcal22%Fat34.9g0.9g3.9g6%of which: saturates13.8g0.3g1.2g6%Carbohydrate13.8g15.1g62.1g24%of which: sugars6.9g1.3g5.5g6%Fibre13.6g1.5g6.2g-Protein8.9g9.2g37.9g76%Salt21.38g0.24g0.95g16%*Reference Intake of an average adult (8400kJ/2000kcal)----**A,https://www.tesco.com/groceries/en-GB/products/279844305
Milkybar Mix Ups White & Milk Chocolate Share Pouch 196G,(2),5,2.00,A mix of white chocolate pieces with a creamy tasting cocoa filling and milk chocolate pieces with a creamy tasting milky filling.,"Filled White Chocolate Pieces (50%) (Milk Powders 37% (Whole and Skimmed), Sugar, Cocoa Butter, Vegetable Fats (Palm, Palm Kernel, Sunflower, Mango Kernel, Sal, Shea), Fat-Reduced Cocoa Powder, Butterfat (from Milk), Emulsifier (Sunflower Lecithin), Natural Flavouring), Filled Milk Chocolate Pieces (50%) (Sugar, Milk Powders (Whole and Skimmed), Vegetable Fats (Palm, Palm Kernel, Sunflower, Mango Kernel, Sal, Shea), Cocoa Mass, Cocoa Butter, Lactose and Proteins from Whey (from Milk), Whey Powder (from Milk), Butterfat (from Milk), Emulsifier (Sunflower Lecithin)), Milk Chocolate contains Milk Solids 14% minimum, White and Milk Chocolates contain Vegetable Fat in addition to Cocoa Butter",Energy 2249kJ ,Energy2249kJ337kJ8400kJ-538kcal81kcal2000kcal4%Fat31.3g4.7g70g7%of which: saturates18.8g2.8g20g14%Carbohydrate53.2g8.0g260g3%of which: sugars52.3g7.8g90g9%Fibre1.2g0.2g--Protein10.0g1.5g50g3%Salt0.33g0.05g6g<1%*Reference Intake of an average adult (8400kJ/2000kcal)----**6 pieces----,https://www.tesco.com/groceries/en-GB/products/303836020
Hartley's Ready To Eat Reduced Sugar Mango & Passion Fruit Jelly 175G,No ratings yet,Nan,0.75,Mango & Passionfruit flavour jelly made with sweeteners,"Water, Gelling Agents: Locust Bean Gum; Xanthan Gum; Gellan Gum, Acid: Citric Acid, Flavouring, Colours: Lutein; Mixed Carotenes, Acidity Regulator: Potassium Citrate, Sweeteners: Aspartame; Acesulfame K, Antioxidant: Ascorbic Acid",Nan,Energy 11 kJ19 kJ-3 kcal5 kcalFat <0.1g0.1g of which saturates <0.1g<0.1gCarbohydrate 0.2g0.4g of which sugars <0.1,https://www.tesco.com/groceries/en-GB/products/260667056
Schwartz Slow Cookers Sausage & Bean Casserole 35G,(4),3.5,0.65,"A tasty recipe mix with sweet tomato, paprika and fragrant oregano for a slow-cooked casserole full of flavour.","By Appointment to Her Majesty The Queen Suppliers of Herbs, Spices, Seasonings & Sauce Mixes McCormick (UK) Ltd T/A Schwartz",Nan,Energy 1336kJ1803kJ-316kcal432kcal22%Fat 2.0g23.1g33%of which saturates 0.4g8.0g40%Carbohydrate 59.9g30.6g12%of which sugars 12.9g11.9g13%Fibre 9.2g8.3gProtein 10.0g21.3g43%Salt 6.00g2.08g,https://www.tesco.com/groceries/en-GB/products/268004506
Wonka Nerds Strawberry & Grape 46.7G,No ratings yet,Nan,1.00,Sugar Coated Artificially Flavoured Crunchy Candy,"Dextrose, Sugar, Acidity Regulator: Malic Acid (E296), Corn* Syrup, Artificial Flavours, Glazing Agent: Carnauba Wax (E903), Carmine (E120), Artificial Colours: Brilliant Blue (E133), Allura Red (E129)**, *Genetically Modified, **May have adverse effect on activity and attention in children",Nan,Energy kJ1667.4250.1Energy kCal400.060.0Fat 0.0g0.0gof which saturate,https://www.tesco.com/groceries/en-GB/products/279546071
Colman's Season & Shake Rustic Chicken Seasoning Mix 33G,No ratings yet,Nan,1.00,"A seasoning mix with a blend of spices including paprika, cumin and mustard seeds for rustic chicken.","Potato starch, salt, tomato powder (13%), onion powder (12%), sugar, potato flakes (10%), yeast extract, paprika (2.6%), garlic powder, sunflower oil, flavourings, marjoram, curry (coriander, turmeric, fennel seed, cumin, pepper, fenugreek seed, cayenne pepper, cardamom, MUSTARD seeds)(3.9%), thyme, nutmeg, rosemary, smoked yeast, lemon juice powder, smoke flavouring. May contain gluten, milk, egg and celery",Nan,Energy (kJ)324 kJ1270 kJ1118 kJ13%Energy (kcal)77 kcal302 kcal266 kcal13%Fat (g)<0.5 g4.2 g1.5 g2%of which saturates (g)0.1 g0.8 g0.3 g2%Carbohydrate (g)7.4 g55 g26 g10%of which sugars (g)1.5 g27 g5.2 g6%Fibre (g)1.6 g6.6 g5.5 g0%Protein (g)9.8 g8.9 g34 g68%Salt (g)0.48 g16.4 g1.7 g28%*% of Reference int,https://www.tesco.com/groceries/en-GB/products/267678439
Schwartz Spicy Buffalo Wings Mix 30G,No ratings yet,Nan,0.65,"A warm and spicy recipe mix with sweet garlic, earthy paprika and onion for crispy Buffalo chicken wings full of flavour.","By Appointment to Her Majesty the Queen Suppliers of Herbs, Spices, Seasonings & Sauce Mixes McCormick (UK) Ltd T/A Schwartz",Nan,Energy 1217kJ1275kJ-291kcal306kcal15%Fat 2.7g18.6g27%of which saturates 0.4g5.2g26%Carbohydrate 53.9g3.8g2%of which sugars 19.9g1.4g2%Fibre 6.1g0.5gProtein 6.8g1.7g3%Salt 16.89g1.49g,https://www.tesco.com/groceries/en-GB/products/296921678
Regal Madeira Double Slice 370G,(2),2.5,1.20,Madeira Cake Slices,"Wheat Flour, Sunflower Oil, Sugar, Egg White (19%), Egg (5%), Humectant: E420, Raising Agents: E450 and E500, Glucose-Fructose Syrup, Flavourings, Salt",Nan,Energy 1937kJ407kJ-464kcal97kcalFat 27g5.7g of which saturates 3.5g0.7gCa,https://www.tesco.com/groceries/en-GB/products/302309259
Cofresh Cheese & Onion Flavour Potato Grills 80G,No ratings yet,Nan,0.70,Cheese & Onion flavoured potato based snack.,"Native Potato Starch, Potato Solids (40%), Modified Potato Starch, Vegetable Oil (Rapeseed), Salt, Cheese and Onion Seasoning (2.5%) (Rice Flour, Onion Powder, Salt, Yeast Extract Powder, Sugar, Yeast Powder, Garlic Powder, Flavourings, Citric Acid, Natural Colour (Paprika))",Nan,Energ,https://www.tesco.com/groceries/en-GB/products/287569515
Lavazza Pods A Modo Mio Qualita Rossa 120G,No ratings yet,Nan,4.25,Roasted ground coffee in capsules.,Made in Italy,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296836917
Tesco Baking Sheet,(2),3,3.00,Made from durable steel for even heat distribution,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303687380
Superfood Bakery Organic Pancake Mix 200G,(11),3.8,2.99,Morning Dreamers Organic Pancake Mix,"Chickpea Flour*, Tapioca Flour*, Brown Rice Flour*, Buckwheat Flour*, Unrefined Cane Sugar*, Gluten-Free Baking Powder (Monocalcium Phosphate, Corn Starch, Sodium Bicarbonate), Cinnamon* (2%), Agave Inulin Powder* (2%), *Ingredient from Organic agriculture",Nan,Energy 1373kJ179kJ-326kcal42kcalFat ,https://www.tesco.com/groceries/en-GB/products/305039586
Percol Fairtrade Colombian Coffee Bags 80G,(4),5,3.49,Smooth Colombian: Light Roast,100% Roasted Coffee,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299608705
Lily O'Briens The Desserts Collection,(7),4.4,6.00,Desserts Collection,"Dark Chocolate [Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soya Lecithin), Natural Vanilla Flavouring], Milk Chocolate [Sugar, Whole Milk Powder, Cocoa Butter, Cocoa Mass, Emulsifier (Soya Lecithin), Natural Vanilla Flavouring], White Chocolate [Sugar, Cocoa Butter, Whole Milk Powder, Emulsifier (Soya Lecithin), Natural Vanilla Flavouring], Chocolate Filling [Vegetable Oil (Palm), Sugar, Whole Milk Powder, Cocoa Butter, Milk Fat, Cocoa Mass, Emulsifier (Soya Lecithin), Natural Vanilla Flavouring], Sticky Toffee Caramel [Sugar, Glucose Syrup, Coconut Oil, Water, Sweetened Condensed Skimmed Milk (Milk, Sugar), Butter (Milk), Cocoa Butter, Cocoa Mass, Natural Flavouring, Salt, Whey Powder (Milk)], Glucose Syrup, Lemon Filling [Glucose Syrup, Sugar, Sweetened Condensed Skimmed Milk (Milk, Sugar), Water, Palm Oil, Stabiliser (Sorbitol), Modified Starch (Maize), Lemon Concentrate, Acidity Regulator (Citric Acid), Natural Lemon Flavouring, Emulsifier (Mono & Diglycerides of Fatty Acids), Colour (Beta Carotene)], Hazelnuts, Invert Sugar Syrup, Vegetable Oil (Rapeseed), Water, Freeze Dried Raspberry Pieces (Apple Powder, Raspberries, Concentrated Raspberry Juice), Sugar, Biscuit Pieces [Wheat Flour, Sugar, Wheat Malt, Wheat Starch, Raising Agent (Sodium Bicarbonate), Salt, Natural Vanilla Flavouring)], Acidity Regulator (Citric Acid), Natural Flavours, Chocolate Coated Toffee Balls [Sugar, Whole Milk Powder, Cocoa Butter, Glucose Syrup, Cocoa Mass, Butter (Milk), Skimmed Milk Powder, Emulsifier (Soya Lecithin), Glazing Agent (Gum Arabic), Natural Flavouring, Salt, Vegetable Fat (Palm), Raising Agent (Sodium Bicarbonate)], White Meringue Pieces [Sugar, Wheat Starch, Egg Albumen, Vegetable Fat (Shea, Palm & Soya], Colouring (Carotene), Milk Chocolate contains Cocoa Solids 30% minimum, Milk Solids 20% minimum., Dark Chocolate contains Cocoa Solids 55% minimum",Nan,Energy2255kJ857kJ-542kcal206kcalFat 34.0g13.0gof ,https://www.tesco.com/groceries/en-GB/products/264883051
Nescafe Gold Origins Uganda Kenya 100G,(48),4.4,4.49,Soluble coffee made from 100% pure coffee beans.,100g ℮,Energy Per 100g ,Energy kJ484498400Energy kcal118122000Fat g0.2NilTrace70of which saturates g0.1NilTrace20Carbohydrate g3.1Trace0.1260of which sugars g3.1Trace0.190Fibre g34.10.30.6-Protein g7.80.10.160Salt g0.25NilTrace6*Reference Intake of an average ,https://www.tesco.com/groceries/en-GB/products/301375118
Juvela Gluten Free Fresh White Loaf 400G,(21),4.2,2.80,Soft White Loaf,"Gluten Free Wheat Starch*, Water, Dried Skimmed Milk Powder, Vegetable Oil (Rapeseed), Bamboo Fibre, Sugar, Yeast, Stabilisers (Guar Gum, Xanthan Gum, Hydroxypropylmethycellulose), Salt, Preservative (Sorbic Acid), Iron Powder, Niacin, Riboflavin, Thiamine, Vitamin B6, Folic Acid, *This ingredient complies with the Codex Alimentarius standard for Gluten-Free foods",Nan,Energy 936kJ221kcal271kJ/64kcalFat 2.4g0.7g of which saturates 0.5g0.1gCarbohydrate 44g13g of which sugars 3.8g1.4gFibre 4.7g1.8gProtein 3.8g1.1gSalt 0.9g0.3gNiacin 2.6mg0.8mgRiboflavin0,https://www.tesco.com/groceries/en-GB/products/297747347
Schwartz Fish Lemon & Parsley Sauce 300G,(1),5,2.20,Creamy Lemon & Parsley Sauce,"By Appointment to Her Majesty The Queen Suppliers of Herbs, Spices, Seasonings & Sauce Mixes McCormick (UK) Ltd T/A Schwartz",Nan,Energy270kJ203kJ-65kcal49kcal2%Fat3.7g2.8g4%of which saturates2.3g1.7g9%Carbohydrate6.4g4.8g2%of which sugars2.1g1.6g2%Fibre<0.5g<0.5gProtein1.2g0.9g2%Salt0.79g0.5,https://www.tesco.com/groceries/en-GB/products/256755549
Rowse Honey With Cinnamon 250G,(2),3,2.20,Honey with natural cinnamon oil.,"Honey, Cinnamon Oil",Nan,Energy 1398kJ/ 329kcalFat <0.,https://www.tesco.com/groceries/en-GB/products/284845510
Tesco Medium Chapatti Flour 5Kg,(5),4.4,3.00,Wholemeal Wheat Flour.,"Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin.",Nan,Energy1555kJ / 367kcalFat1.6gSaturates0.3gCarbohydrate73.4gSu,https://www.tesco.com/groceries/en-GB/products/272477762
Schwarts Ground Coriander 24G Jar,(4),5,1.60,Ground Coriander,"By Appointment to Her Majesty The Queen Suppliers of Herbs, Spices, Seasonings & Sauce Mixes McCormick (UK) Ltd T/A Schwartz",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/257510515
Schwartz Pork Seasoning 34G,(1),5,1.60,Pork Seasoning,"Onion Granules (29%), Ground Coriander Seed, Salt, Sage (10%), Garlic Granules, Black Pepper, Sugar, Parsley (5%), White Pepper, Dried Red Bell Peppers, Anti-Caking Agent (Silicon Dioxide), Sunflower Oil",Nan,Energy 125,https://www.tesco.com/groceries/en-GB/products/254609410
Tabasco Mild Green Pepper Sauce 57Ml,No ratings yet,Nan,2.10,Green Pepper Sauce,"Distilled Vinegar, Jalapeño Pepper (30%), Water, Salt, Maize Starch, Stabiliser: Xanthan Gum, Preservative : Ascorbic Acid",Nan,Energy 46kJ/11kcalFat ,https://www.tesco.com/groceries/en-GB/products/251310502
Regal Sliced Fruit Cake,No ratings yet,Nan,2.20,Sliced Madeira cake with glazed fruit pieces,"Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Whole Egg, Glace Mixed Fruit Cubes (Papaya Cubes, Orange Peel Cubes, Glucose-Fructose Syrup, Sugar, Acidity Regulator: Citric Acid, Preservative (Potassium Sorbate, Sulphur Dioxide) Colours: E150a, E133), Vegetable Oil (Palm Fractions, Rapeseed), Humectant (Vegetable Glycerine), Water, Emulsifier (E475, E471), Milk Powder, Raising Agent (E450i, E500ii), Salt, Vanilla Extract, Stabiliser (Xanthan Gum), Citric Acid, Colour (E161b)",Nan,Energy927kJ1782kJ-222kcal427kcalTotal Fat12g23g Of which saturates3.4,https://www.tesco.com/groceries/en-GB/products/302317786
Quaker Oat So Simple Protein Cinnamon Porridge 8Pack 46G,(1),5,2.75,Cinnamon Flavour Microwaveable Oats with Added Soy Protein,"Quaker Wholegrain Rolled Oats (65%), Sugar, Soy Protein (15%), Natural Flavouring, Molasses",Energy 1622 kJ ,Energy 1622 kJ746 kJ1143 kJ-384 kcal177 kcal272 kcal (14%*)Fat 6.2 g2.8 g6.3 g (9%*) of which Saturates 0.9 g0.4 g2.5 g (13%*)Carbohydrate 59 g27 g36 g of which Sugars 19 g8.9 g18 g (20%*)Fibre 5.8 g2.7 g2.7 gProtein 20 g9.3 g16 gSalt 0.19 g0.09 g0.28 g (5%*)This pack contains 8 servin,https://www.tesco.com/groceries/en-GB/products/296921459
Naked Noodle Panang Fiery Chicken Noodle Pot 104G,(5),1.6,1.00,Dried egg noodles in a hot and spicy chicken panang flavour sauce with dried red and green peppers.,"Dried Egg Noodles [Soft Wheat, Durum Wheat Semolina, Egg, Salt, Acidity Regulator (Potassium Carbonate)], Maltodextrin, Potato Starch, Natural Flavourings (contain Celery), Onion Powder, Ground Spices (Cayenne, Ginger, Coriander, Cumin, Cardamon), Garlic Powder, Dried Red Pepper, Dried Green Pepper, Dried Chicken, Salt, Colour (Paprika Extract), Ground Black Pepper, Colour (Curcumin), Coconut Milk Powder, Natural Lemongrass Flavouring, Milk Protein",Nan,Energy 355kJ(84kcal)1540kJ(364kcal)Fat 0.8g3.5g of which saturates 0.3g1.3gCarbohydrate 16.0g69.1g o,https://www.tesco.com/groceries/en-GB/products/301051778
Haribo Fruitilicious Multipacks 320G,(1),5,2.50,Fruit Flavour Gums,"Glucose Syrup, Sugar, Dextrin, Water, Gelatine, Humectant: Sorbitol Syrup, Fruit Juice from Concentrate: Apple, Raspberry, Orange, Strawberry, Lemon, Pineapple, Acid: Citric Acid, Fruit and Plant Concentrates: Carrot, Apple, Radish, Spirulina, Paprika, Hibiscus, Blackcurrant, Tomato, Flavouring, Glazing Agents: White and Yellow Beeswax, Carnauba Wax, Invert Sugar Syrup",Nan,Energy:1 187 kJ/282 kcal4 %Fat:<0.5 g<1 %of which saturates:0.1 g<1 %Carbohydrate:54 g5 %of which sugars:33 g9 %Protein:6.4 g3 %Salt:0.,https://www.tesco.com/groceries/en-GB/products/303668368
Tesco Free From Sweet Potato & Red Pepper Corn Chips 5X30g,(2),5,1.80,"Gluten free maize snacks made with sweet potato, coriander and red pepper and a sweet tomato seasoning.","INGREDIENTS: Maize Flour, Sunflower Oil, Sweet Potato, Sugar, Salt, Dried Red Pepper, Tomato Powder, Dried Onion, Coriander, Balsamic Vinegar Powder [Wine Vinegar, White Wine Vinegar, Maltodextrin, Grape Must], Bell Pepper, Ground Spices [Paprika, Black Pepper, Cumin], Dried Garlic, Smoked Salt, Yeast Extract Powder, Citric Acid, Chilli Powder, Colour (Paprika Extract), Oregano.",Energy 1973kJ / 470kcal ,Energy1973kJ / 470kcal592kJ / 141kcalFat17.9g5.4gSaturates1.4g0.4gCarbohydrate70.4g21.1gSugars2.8g0.8gFibre2.6g0.,https://www.tesco.com/groceries/en-GB/products/300884525
Dr. Oetker Giant Chocolate Hearts 40G,(1),5,1.60,Heart Shaped Milk and White Chocolate,"Milk chocolate hearts (50%) (sugar, cocoa butter, whole milk powder, cocoa mass, milk fat, emulsifier (soya lecithins), flavouring), Cocoa solids 32% minimum, Milk solids 20% minimum, White chocolate hearts (50%) (sugar, cocoa butter, whole milk powder, emulsifier (soya lecithins), flavouring)",Nan,Energy 2411 kJ/,https://www.tesco.com/groceries/en-GB/products/276084385
Crespo Olives With Chilli Pepper 70G,No ratings yet,Nan,1.00,"Succulent, tasty olives marinated in juice fresh flavours of the Mediterranean","Green Olives (96%), Salt, Olive Oil, Herbs, Chilli Peppers, Acidity Regulators: Lactic Acid, Citric Acid, Preservative (Potassium Sorbate)",Nan,Energy 774kJ / 188kcal542kJ / 132kcalFat 18.9g13.2g of which saturates 2.5g1.8gCarbohydrate 0.1g<0.1g of which suga,https://www.tesco.com/groceries/en-GB/products/250578751
Blue Dragon Sweet Teriyaki Sauce 190Ml,No ratings yet,Nan,1.50,A Japanese-style sauce made with soy sauce.,"Sugar, Soy Sauce Extract (25%) [Water, Soybeans, Wheat Flour, Salt], Water, Modified Maize Starch, Salt, Colour (Ammonia, Caramel), Acid (Acetic Acid), Preservative (Sodium Benzoate)",Nan,Energy 1458kJ/343kcalFat <0,https://www.tesco.com/groceries/en-GB/products/303126895
Matthews Cotswold Premium Plain Flour 1.5Kg,(1),5,1.80,Matthews Cotswold Premium Pln Flour 1.5kg ,"Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B10",Nan,Energy 1451Kj/341KcalFat 1.40g of which is saturates 0.20gMonounsaturates 0.10gPolyunsaturate,https://www.tesco.com/groceries/en-GB/products/306955686
Princes Grapefruit In Juice 411G,(2),1,0.85,Grapefruit Segments in a Blend of Grapefruit and Apple Juice,"Grapefruit Segments, Grapefruit Juice (from Concentrate), Apple Juice (from Concentrate)",Nan,Energy 142kJ290kJ-33kcal68kcalFat <0.1g<0.1g Of which saturates <0.1g<0.1gCarbohydrate 7.4g15.2g O,https://www.tesco.com/groceries/en-GB/products/267554033
Tesco Harissa Seasoning 48G,(4),4.5,0.90,"A seasoning blend with sweet smoked paprika, coriander and bird's eye chillies.","INGREDIENTS: Smoked Paprika (31%), Tomato Powder, Ground Red Bell Pepper, Sugar, Dried Garlic, Dried Onion, Salt, Ground Coriander, Ground Cumin, Bird's Eye Chilli Flakes, Course Ground Black Pepper, Ground Caraway.",Energy 1291kJ / 308kcal ,Energy1291kJ / 308kcal62kJ / 15kcalFat6.8g0.3gSaturates1.2g<0.1gCarbohydrate40.7g2.0gSugars27.0g1.3gFibre19.8g1.0,https://www.tesco.com/groceries/en-GB/products/289081610
Napolina Barley In Water 400G,(4),5,0.75,Barley in Water,"Barley, Water",Nan,Energy:214kJ/51kcalFa,https://www.tesco.com/groceries/en-GB/products/301441271
Walkers Max Flamin Hot Crisps 50G,No ratings yet,Nan,0.85,Fiercely Flamin' Hot Flavour Ridged Potato Crisps,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Fiercely Flamin' Hot Seasoning, Fiercely Flamin' Hot Seasoning contains: Salt, Flavourings (contains Milk), Whey Powder (from Milk), Onion Powder, Paprika, Acid (Citric Acid), Garlic Powder, Tomato Powder, Herb (Laurel), Colour (Paprika Extract)",Energy 1105kJ ,Energy 1105kJ2210kJ-265kcal(13%*)530kcalFat 16.4g(23%*)32.8g of which Saturates 1.4g(7%*)2.9gCarbohydrate 25.4g50.8g of which Sugars 1.2g(1%*)2.4gFibre 1.5g3.0gProtein 3.2g6.5gSalt 0.73g(,https://www.tesco.com/groceries/en-GB/products/290572685
Tesco Caraway Seeds 40G,(1),5,0.85,Caraway seeds.,INGREDIENTS: Caraway Seed.,Energy 1382kJ / 334kcal ,Energy1382kJ / 334kcalFat14.6gSaturates0.6gCarbohydrate11.9gSugars0.6g,https://www.tesco.com/groceries/en-GB/products/304389316
Nong-Shim Instant Kimchi Noodle Soup 120G,(4),4.8,0.95,Instant Noodles with Kimchi flavour,"Noodles: Wheat Flour (USA/Australia), Palm Oil, Potato Starch, Salt, Acidity Regulator: E339, E500, E501, Seasoning (Yeast Extract, Soy Sauce, Garlic, Wheat Starch), Tocopherol Liquid (Antioxidant: E306, Emulsifier: E322 (contains Soy)), Green Tea Extract (Oligosaccharides, Tea Catechin, Acid: E330), Colour: E101, Soup Powder: Seasoning (Maltodextrin, Hydrolyzed Vegetable Protein (Soy, Corn, Wheat), Salt, Anchovy, Yeast Extract, Mustard Oil), Salt, Sugar, Spices (Maltodextrin, Glucose, Red Pepper, Black Pepper, Garlic), Acid: E330, Flavour Enhancer: E627, E631, Caramel Powder (Maltodextrin, Colour: E150c), Vegetable Flakes: Dried Vegetables (Kimchi Flake, Bokchoy, Carrot, Green Onion)",Nan,Energy 1795 kJ / 426,https://www.tesco.com/groceries/en-GB/products/282011227
E Wedel Dark Chocolate & Panna Cotta Flavoured 100G,(1),3,0.90,Dark Chocolate with Panna Cotta Flavour Filling,"Dark Chocolate 50% (Sugar, Cocoa Mass, Fat-Reduced Cocoa Powder, Cocoa Butter, Milk Fat, Emulsifiers: Soya Lecithin and E476, Salt, Flavouring), Sugar, Vegetable Fat (Palm), Concentrated Apple Pulp, Dried Whole Milk, Dried Whey (from Milk), Raspberry Preparation 4, 2% (Glucose-Fructose Syrup, Sugar, Modified Starch, Beetroot Juice Concentrate, Raspberry Juice Concentrate, Acid: Citric Acid, Stabiliser: Pectins, Flavouring), Flavourings, Humectant (Sorbitols), Emulsifier (Soya Lecithin), Acidity Regulator (Citric Acid), Dark Chocolate: Cocoa Solids 50% minimum",Energy 2093 kJ ,"Energy 2093 kJ419 kJ5.0%8 400 kJ-501 kcal100 kcal2 000 kcalFat 28 g5,6 g8.0%70 gof which saturates 15 g3,0 g15.2%20 gCarbohydrate 55 g11,0 g4.2%260 gof which sugars 52 g10,4 g11.6%90 gFibre 4,7 g0,9 g--Protein 5,0 g1,0 g2.0%50 gSalt 0,14 g0,03 g0.5%6 g*Reference i",https://www.tesco.com/groceries/en-GB/products/297412352
Yogiyo Korean Chilli Stir-Fry Sauce 100G,(4),3.5,0.70,A Flavourful Sauce with Sweet Peppery Notes of Korean Chilli,"Water, Sugar Syrup, Sugar, Korean Gochujang Chilli Paste (11%) (Wheat Flour, Corn Syrup, Water, Seasoning Sauce (Red Pepper Powder, Water, Salt, Onion, Garlic), Salt, Defatted Soybean Flour, Wheat, Ethanol, Thickener: Xanthan Gum, Seed Koji (Fermented Rice)), Korean Naturally Brewed Soy Sauce (Water, Defatted Soybean, Salt, Corn Syrup, Ethanol, Wheat), Garlic, Salt, Corn Starch, Maltodextrin, Paprika Powder, Paprika Extract, Ethyl Alcohol, Thickener: Xanthan Gum, Acid: Citric Acid",Nan,Energy 699kJ/165kcal350kJ/82.5kcalFat 0.5 g0.3 gof which satu,https://www.tesco.com/groceries/en-GB/products/301064469
Tesco Fenugreek Leaves 15G,No ratings yet,Nan,0.70,Fenugreek leaves.,Store in a cool dry place. ,Energy 1382kJ / 334kcal ,Energy1382kJ / 334kcalFat14.6gSaturates0.6gCarbohydrate11.9gSugars0.6g,https://www.tesco.com/groceries/en-GB/products/304392869
Rubicon Lychee Exotic Juice Drink 288Ml,No ratings yet,Nan,0.50,Lychee Juice Drink with Sugars & Sweeteners,"Water, Lychee Puree (14%), Sugar, Fructose, Acid (Malic Acid), Stabilisers (Guar Gum, Xanthan Gum), Flavourings, Vitamin C, Sweeteners (Sucralose, Acesulfame K)",Energy 86kJ / 20kcal ,Energy 86kJ / 20kcalFat <0.5gof which saturates 0gCarbohydrate 4.8gof which sugars 4,https://www.tesco.com/groceries/en-GB/products/253320280
L'or. Ristretto Pod 20 Pack 104G,No ratings yet,Nan,5.00,Ground Coffee in Capsules.,"Whether you prefer espresso, ristretto or lungo, there is always a coffee pod you'll like. Our decaf capsules taste great, even without caffeine. Rather prepare yourself a cappuccino?

L'OR Espresso offers only the best coffee pods, compatible with your espresso machine.

Try L'OR Espresso capsules, Nespresso ®* compatible pods, and find your favourite flavour.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301299295
Lavazza Qualita Oro Beans 250G,(5),3.6,4.35,Roasted coffee beans.,"After opening, store in a dry and cool placeBest before: date shown on side of pack.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301183839
